company,name,model,link_x_x,size,link_y_x,link_x_y,freq,link_y_y
Gskill,G.Skill F4-3600C18D-16GTZRX Desktop Ram Trident Z RGB Series 16GB (8GBX2) DDR4 3600MHz (For AMD),F4-3600C18D-16GTZRX ,pcpricetracker.in/gen/products/1729549f4e5ae9dd35cd82c0ce0cd021,16GB ,pcpricetracker.in/gen/products/1729549f4e5ae9dd35cd82c0ce0cd021,pcpricetracker.in/gen/products/1729549f4e5ae9dd35cd82c0ce0cd021,3600MHz ,pcpricetracker.in/gen/products/1729549f4e5ae9dd35cd82c0ce0cd021
Gskill,G.Skill F4-3600C18D-16GVK Desktop Ram Ripjaws V Series 16GB (8GBX2) DDR4 3600MHz Black,F4-3600C18D-16GVK ,pcpricetracker.in/gen/products/e8864f85512ae3a1b038a8f23fe3d02f,16GB ,pcpricetracker.in/gen/products/e8864f85512ae3a1b038a8f23fe3d02f,pcpricetracker.in/gen/products/e8864f85512ae3a1b038a8f23fe3d02f,3600MHz ,pcpricetracker.in/gen/products/e8864f85512ae3a1b038a8f23fe3d02f
Gskill,G.Skill F4-3600C18D-32GTZN Desktop Ram Trident Z Neo Series 32GB (16GBx2) DDR4 3600MHz RGB,F4-3600C18D-32GTZN ,pcpricetracker.in/gen/products/d719249ed074c8cbf34b93f9e123edf5,32GB ,pcpricetracker.in/gen/products/d719249ed074c8cbf34b93f9e123edf5,pcpricetracker.in/gen/products/d719249ed074c8cbf34b93f9e123edf5,3600MHz ,pcpricetracker.in/gen/products/d719249ed074c8cbf34b93f9e123edf5
Gskill,G.Skill F4-3600C18D-32GTZR Desktop Ram Trident Z RGB Series 32GB (16GBx2) DDR4 3600MHz,F4-3600C18D-32GTZR ,pcpricetracker.in/gen/products/90c5853c1e0b75d0d7e0728576e0b3da,32GB ,pcpricetracker.in/gen/products/90c5853c1e0b75d0d7e0728576e0b3da,pcpricetracker.in/gen/products/90c5853c1e0b75d0d7e0728576e0b3da,3600MHz,pcpricetracker.in/gen/products/90c5853c1e0b75d0d7e0728576e0b3da
Gskill,G.Skill F4-3600C18D-32GVK Desktop Ram Ripjaws V Series 32GB (16GBx2) DDR4 3600MHz Black,F4-3600C18D-32GVK ,pcpricetracker.in/gen/products/db1f12bf88db02f03f77ffb0b8f32d66,32GB ,pcpricetracker.in/gen/products/db1f12bf88db02f03f77ffb0b8f32d66,pcpricetracker.in/gen/products/db1f12bf88db02f03f77ffb0b8f32d66,3600MHz ,pcpricetracker.in/gen/products/db1f12bf88db02f03f77ffb0b8f32d66
Gskill,G.SKILL F4-3600C18D-64GTZN Desktop Ram Trident Z Neo Series 64GB (32GBx2) DDR4 3600MHz RGB,F4-3600C18D-64GTZN ,pcpricetracker.in/gen/products/0185f9940071f8b5d5cf9a4fe0925899,64GB ,pcpricetracker.in/gen/products/0185f9940071f8b5d5cf9a4fe0925899,pcpricetracker.in/gen/products/0185f9940071f8b5d5cf9a4fe0925899,3600MHz ,pcpricetracker.in/gen/products/0185f9940071f8b5d5cf9a4fe0925899
Gskill,G.SKILL F4-3600C18D-64GVK Desktop Ram Ripjaws V Series 64GB (32GBx2) DDR4 3600MHz Black,F4-3600C18D-64GVK ,pcpricetracker.in/gen/products/e47fd3bddfd5f0cc8a85a3fb08f0384f,64GB ,pcpricetracker.in/gen/products/e47fd3bddfd5f0cc8a85a3fb08f0384f,pcpricetracker.in/gen/products/e47fd3bddfd5f0cc8a85a3fb08f0384f,3600MHz ,pcpricetracker.in/gen/products/e47fd3bddfd5f0cc8a85a3fb08f0384f
Gskill,G.SKILL Ripjaws V Series 128GB (4x32GB) DDR4 3600MHz Black Memory F4-3600C18Q-128GVK,F4-3600C18Q-128GVK,pcpricetracker.in/gen/products/4e8bf38d32f283ad24106eae3ebd16f1,28GB ,pcpricetracker.in/gen/products/4e8bf38d32f283ad24106eae3ebd16f1,pcpricetracker.in/gen/products/4e8bf38d32f283ad24106eae3ebd16f1,3600MHz ,pcpricetracker.in/gen/products/4e8bf38d32f283ad24106eae3ebd16f1
Gskill,G.skill Ripjaws V Series 64GB (4x16GB) 3600 MHz DDR4 Memory F4-3600C18Q-64GVK,F4-3600C18Q-64GVK,pcpricetracker.in/gen/products/c499fa1479bd6803b6e522e5e4d0f0d0,64GB ,pcpricetracker.in/gen/products/c499fa1479bd6803b6e522e5e4d0f0d0,pcpricetracker.in/gen/products/c499fa1479bd6803b6e522e5e4d0f0d0,3600 MHz ,pcpricetracker.in/gen/products/c499fa1479bd6803b6e522e5e4d0f0d0
Gskill,G.SKILL Sniper X 16GB (2 x 8GB) DDR4 3600 Desktop Memory F4-3600C19D-16GSXKB,F4-3600C19D-16GSXKB,pcpricetracker.in/gen/products/5406eba66d25380eb71e8960de0314dd,16GB ,pcpricetracker.in/gen/products/5406eba66d25380eb71e8960de0314dd,pcpricetracker.in/gen/products/5406eba66d25380eb71e8960de0314dd,,pcpricetracker.in/gen/products/5406eba66d25380eb71e8960de0314dd
Gskill,G.SKILL Sniper X Series 16GB (2x8GB) 3600MHz DDR4 Memory F4-3600C19D-16GSXWB,F4-3600C19D-16GSXWB,pcpricetracker.in/gen/products/19d49c8eb80e4c5cb8178bfc17b067e6,16GB ,pcpricetracker.in/gen/products/19d49c8eb80e4c5cb8178bfc17b067e6,pcpricetracker.in/gen/products/19d49c8eb80e4c5cb8178bfc17b067e6,3600MHz ,pcpricetracker.in/gen/products/19d49c8eb80e4c5cb8178bfc17b067e6
Gskill,G.Skill F4-3600C19D-16GTZRB Desktop Ram Trident Z RGB Series 16GB (8GBx2) DDR4 3600MHz,F4-3600C19D-16GTZRB ,pcpricetracker.in/gen/products/31a63bb844d1eeb2c9aa86367fc8a01a,16GB ,pcpricetracker.in/gen/products/31a63bb844d1eeb2c9aa86367fc8a01a,pcpricetracker.in/gen/products/31a63bb844d1eeb2c9aa86367fc8a01a,3600MHz,pcpricetracker.in/gen/products/31a63bb844d1eeb2c9aa86367fc8a01a
Gskill,G.Skill F4-3600C19S-16GVRB Desktop Ram Ripjaws V Series 16GB (16GBx1) DDR4 3600MHz Red,F4-3600C19S-16GVRB ,pcpricetracker.in/gen/products/199d27012c052b47ac61d1da003a6717,16GB ,pcpricetracker.in/gen/products/199d27012c052b47ac61d1da003a6717,pcpricetracker.in/gen/products/199d27012c052b47ac61d1da003a6717,3600MHz ,pcpricetracker.in/gen/products/199d27012c052b47ac61d1da003a6717
Gskill,G.Skill F4-3600C19S-8GVRB Desktop Ram Ripjaws V Series 8GB (8GBx1) DDR4 DRAM 3600MHz Red,F4-3600C19S-8GVRB ,pcpricetracker.in/gen/products/4be608171313d640570f7e24408431c7,8GB ,pcpricetracker.in/gen/products/4be608171313d640570f7e24408431c7,pcpricetracker.in/gen/products/4be608171313d640570f7e24408431c7,3600MHz ,pcpricetracker.in/gen/products/4be608171313d640570f7e24408431c7
Gskill,G.Skill F4-4000C18D-16GTZRB Desktop Ram Trident Z RGB Series 16GB (8GBx2) DDR4 4000MHz,F4-4000C18D-16GTZRB ,pcpricetracker.in/gen/products/b5abfdc3f76cc2e5c0160422a24c2944,16GB ,pcpricetracker.in/gen/products/b5abfdc3f76cc2e5c0160422a24c2944,pcpricetracker.in/gen/products/b5abfdc3f76cc2e5c0160422a24c2944,4000MHz,pcpricetracker.in/gen/products/b5abfdc3f76cc2e5c0160422a24c2944
Gskill,G.Skill RIPJAWS V 16GB (8GBX2) DDR4 4000MHz Memory,,pcpricetracker.in/gen/products/f539553e5ac1c35f71aa3fe631aa9cdc,16GB ,pcpricetracker.in/gen/products/f539553e5ac1c35f71aa3fe631aa9cdc,pcpricetracker.in/gen/products/f539553e5ac1c35f71aa3fe631aa9cdc,4000MHz ,pcpricetracker.in/gen/products/f539553e5ac1c35f71aa3fe631aa9cdc
Gskill,G.SKILL F4-4000C19D-32GTZR Desktop Ram Trident Z RGB Series 32GB (16GBx2) DDR4 4000MHz,F4-4000C19D-32GTZR ,pcpricetracker.in/gen/products/d36615313ad241fc7f1d48eacd680ba4,32GB ,pcpricetracker.in/gen/products/d36615313ad241fc7f1d48eacd680ba4,pcpricetracker.in/gen/products/d36615313ad241fc7f1d48eacd680ba4,4000MHz,pcpricetracker.in/gen/products/d36615313ad241fc7f1d48eacd680ba4
Gskill,G.Skill TRIDENT Z 16GB (8GBX2) DDR4 4133MHz RGB Memory (F4-4133C19D-16GTZKW),F4-4133C19D-16GTZKW,pcpricetracker.in/gen/products/2dbb04d18d61e2d8205479f4447f8a45,16GB ,pcpricetracker.in/gen/products/2dbb04d18d61e2d8205479f4447f8a45,pcpricetracker.in/gen/products/2dbb04d18d61e2d8205479f4447f8a45,4133MHz ,pcpricetracker.in/gen/products/2dbb04d18d61e2d8205479f4447f8a45
Gskill,G.Skill F4-4266C19D-16GTZR Desktop Ram Trident Z RGB Series 16GB (8GBx2) DDR4 4266MHz,F4-4266C19D-16GTZR ,pcpricetracker.in/gen/products/09c7642d8fd4085b8bbbfb4b8fbf18b2,16GB ,pcpricetracker.in/gen/products/09c7642d8fd4085b8bbbfb4b8fbf18b2,pcpricetracker.in/gen/products/09c7642d8fd4085b8bbbfb4b8fbf18b2,4266MHz,pcpricetracker.in/gen/products/09c7642d8fd4085b8bbbfb4b8fbf18b2
Antec,Antec AM4U32168G11-7DKR Desktop Ram Katana 7 Series 16GB (8GBx2) DDR4 3200MHz ARGB,AM4U32168G11-7DKR ,pcpricetracker.in/gen/products/6c1e1dbc8f286a0d8719f8cf5d257db5,16GB ,pcpricetracker.in/gen/products/6c1e1dbc8f286a0d8719f8cf5d257db5,pcpricetracker.in/gen/products/6c1e1dbc8f286a0d8719f8cf5d257db5,3200MHz ,pcpricetracker.in/gen/products/6c1e1dbc8f286a0d8719f8cf5d257db5
Antec,Antec Katana 7 16GB (8GBx2) DDR4 3600MHz ARGB,,pcpricetracker.in/gen/products/a9e1197e8ee0a719132390057603a545,16GB ,pcpricetracker.in/gen/products/a9e1197e8ee0a719132390057603a545,pcpricetracker.in/gen/products/a9e1197e8ee0a719132390057603a545,3600MHz ,pcpricetracker.in/gen/products/a9e1197e8ee0a719132390057603a545
Gigabyte,GIGABYTE GP-AR32C16S8K2HU416R Desktop Ram 16GB (8GBx2) DDR4 3200MHz RGB,GP-AR32C16S8K2HU416R ,pcpricetracker.in/gen/products/315ecb5d3f93ea39dc7ffea50cddbf3b,16GB ,pcpricetracker.in/gen/products/315ecb5d3f93ea39dc7ffea50cddbf3b,pcpricetracker.in/gen/products/315ecb5d3f93ea39dc7ffea50cddbf3b,3200MHz ,pcpricetracker.in/gen/products/315ecb5d3f93ea39dc7ffea50cddbf3b
Gigabyte,Gigabyte GP-AR36C18S8K2HU416R Desktop Ram Aorus RGB Series 16GB (8GBx2) DDR4 3600MHz,GP-AR36C18S8K2HU416R ,pcpricetracker.in/gen/products/880dc0a9839d895f12aba3fb41474463,16GB ,pcpricetracker.in/gen/products/880dc0a9839d895f12aba3fb41474463,pcpricetracker.in/gen/products/880dc0a9839d895f12aba3fb41474463,3600MHz,pcpricetracker.in/gen/products/880dc0a9839d895f12aba3fb41474463
Gigabyte,Gigabyte AORUS RGB 16GB (8GBx2) DDR4 4400MHz (GP-ARS16G44),GP-ARS16G44,pcpricetracker.in/gen/products/a60037016984766f8b90587c8ef7c750,16GB ,pcpricetracker.in/gen/products/a60037016984766f8b90587c8ef7c750,pcpricetracker.in/gen/products/a60037016984766f8b90587c8ef7c750,4400MHz ,pcpricetracker.in/gen/products/a60037016984766f8b90587c8ef7c750
